,Metropolitan,County,Total Law Enforcement Employees,Total Officers,Total Civilians,State
43,,Hodgeman,8.0,4.0,4.0,KANSAS
44,,Jewell,10.0,6.0,4.0,KANSAS
45,,Kearny,20.0,11.0,9.0,KANSAS
46,,Kiowa,19.0,7.0,12.0,KANSAS
47,,Labette,31.0,18.0,13.0,KANSAS
48,,Lane,9.0,4.0,5.0,KANSAS
49,,Lincoln,13.0,8.0,5.0,KANSAS
50,,Logan,4.0,4.0,0.0,KANSAS
51,,Marion,9.0,8.0,1.0,KANSAS
52,,Marshall,20.0,9.0,11.0,KANSAS
53,,McPherson,22.0,19.0,3.0,KANSAS
54,,Meade,18.0,7.0,11.0,KANSAS
55,,Mitchell,21.0,8.0,13.0,KANSAS
56,,Montgomery,41.0,29.0,12.0,KANSAS
57,,Morris,12.0,7.0,5.0,KANSAS
58,,Morton,11.0,6.0,5.0,KANSAS
59,,Nemaha,21.0,9.0,12.0,KANSAS
60,,Ness,13.0,7.0,6.0,KANSAS
61,,Norton,10.0,5.0,5.0,KANSAS
62,,Osborne,14.0,7.0,7.0,KANSAS
63,,Ottawa,19.0,5.0,14.0,KANSAS
64,,Pawnee,13.0,12.0,1.0,KANSAS
65,,Phillips,13.0,8.0,5.0,KANSAS
66,,Pratt,15.0,9.0,6.0,KANSAS
67,,Rawlins,7.0,2.0,5.0,KANSAS
68,,Republic,11.0,10.0,1.0,KANSAS
69,,Rice,9.0,7.0,2.0,KANSAS
70,,Rush,12.0,7.0,5.0,KANSAS
71,,Russell,11.0,10.0,1.0,KANSAS
72,,Saline,99.0,37.0,62.0,KANSAS
73,,Scott,4.0,4.0,0.0,KANSAS
74,,Seward,39.0,14.0,25.0,KANSAS
75,,Sheridan,3.0,3.0,0.0,KANSAS
76,,Sherman,6.0,4.0,2.0,KANSAS
77,,Smith,5.0,5.0,0.0,KANSAS
78,,Stafford,9.0,4.0,5.0,KANSAS
79,,Stevens,19.0,8.0,11.0,KANSAS
80,,Thomas,7.0,6.0,1.0,KANSAS
81,,Trego,6.0,4.0,2.0,KANSAS
82,,Wallace,8.0,4.0,4.0,KANSAS
83,,Washington,7.0,7.0,0.0,KANSAS
84,,Wichita,9.0,4.0,5.0,KANSAS
85,,Wilson,14.0,10.0,4.0,KANSAS
86,,Woodson,13.0,8.0,5.0,KANSAS
0,True,Hancock,122.0,68.0,54.0,MISSISSIPPI
1,,Harrison,326.0,109.0,217.0,MISSISSIPPI
2,,Hinds,383.0,116.0,267.0,MISSISSIPPI
3,,Lamar,77.0,39.0,38.0,MISSISSIPPI
4,,Marshall,48.0,27.0,21.0,MISSISSIPPI
5,False,Adams,73.0,39.0,34.0,MISSISSIPPI
6,,Choctaw,14.0,8.0,6.0,MISSISSIPPI
7,,Claiborne,28.0,12.0,16.0,MISSISSIPPI
8,,Grenada,14.0,12.0,2.0,MISSISSIPPI
9,,Jones,51.0,46.0,5.0,MISSISSIPPI
10,,Kemper,17.0,11.0,6.0,MISSISSIPPI
11,,Lauderdale,123.0,48.0,75.0,MISSISSIPPI
12,,Marion,22.0,18.0,4.0,MISSISSIPPI
13,,Scott,66.0,25.0,41.0,MISSISSIPPI
14,,Stone,22.0,18.0,4.0,MISSISSIPPI
15,,Sunflower,44.0,38.0,6.0,MISSISSIPPI
16,,Warren,42.0,39.0,3.0,MISSISSIPPI
17,,Washington,47.0,34.0,13.0,MISSISSIPPI
